Class,Count,Accuracy,Precision,Recall,F1 Score,AUC
english_springer,27,0.9171974522292994,0.6277372262773723,0.43544303797468353,0.5142002989536621,0.8831849965933948
cassette_player,27,0.9291719745222929,0.6652719665271967,0.44537815126050423,0.5335570469798657,0.8857750499302861
chain_saw,27,0.9011464968152866,0.4878048780487805,0.10362694300518134,0.17094017094017094,0.7386281947858577
church,27,0.904203821656051,0.6299212598425197,0.19559902200489,0.29850746268656714,0.8296359499431172
french_horn,27,0.900891719745223,0.5210084033613446,0.15736040609137056,0.24171539961013644,0.8285777745192328
garbage_truck,27,0.9184713375796179,0.6185567010309279,0.46272493573264784,0.5294117647058824,0.8535344135676814
gas_pump,27,0.8935031847133758,0.5043478260869565,0.13842482100238662,0.21722846441947566,0.7557341182589139
golf_ball,27,0.913375796178344,0.6928104575163399,0.2656641604010025,0.38405797101449274,0.8232286615574672
parachute,27,0.9398726114649681,0.7916666666666666,0.5358974358974359,0.6391437308868502,0.9025437928408224
tench,28,0.9401273885350319,0.7516556291390728,0.58656330749354,0.6589259796806967,0.9202808050797323
english_springer,28,0.9067515923566879,0.544891640866873,0.44556962025316454,0.49025069637883006,0.8724552658945028
cassette_player,28,0.9322292993630573,0.6952789699570815,0.453781512605042,0.5491525423728814,0.8824557850045849
chain_saw,28,0.901656050955414,0.5,0.07253886010362694,0.12669683257918551,0.7176978362495187
church,28,0.9164331210191082,0.7035175879396985,0.3422982885085575,0.4605263157894737,0.8529961531079717
french_horn,28,0.9036942675159235,0.5487804878048781,0.22842639593908629,0.3225806451612903,0.819260013197107
garbage_truck,28,0.9092993630573248,0.5437665782493368,0.5269922879177378,0.5352480417754569,0.8664155102420639
gas_pump,28,0.898343949044586,0.5704225352112676,0.19331742243436753,0.2887700534759358,0.7770055288785538
golf_ball,28,0.9131210191082803,0.6510416666666666,0.3132832080200501,0.4230118443316413,0.8347783810064014
parachute,28,0.9406369426751592,0.8178137651821862,0.517948717948718,0.6342229199372057,0.9024785115874224
tench,29,0.9388535031847134,0.7289719626168224,0.6046511627906976,0.6610169491525424,0.9212930705825128
english_springer,29,0.9192356687898089,0.6839622641509434,0.3670886075949367,0.47775947281713343,0.878889805285617
cassette_player,29,0.9304458598726114,0.7164948453608248,0.38935574229691877,0.5045372050816697,0.8838539900265039
chain_saw,29,0.902420382165605,0.52,0.10103626943005181,0.16919739696312364,0.7467962467076703
church,29,0.9103184713375796,0.6126482213438735,0.37897310513447435,0.46827794561933533,0.8470568355349349
french_horn,29,0.9052229299363057,0.5932203389830508,0.17766497461928935,0.2734375,0.8332578596822631
garbage_truck,29,0.9154140127388535,0.6007067137809188,0.4370179948586118,0.5059523809523809,0.8580127720457374
gas_pump,29,0.8932484076433121,0.5,0.2315035799522673,0.3164763458401305,0.7774541290961148
golf_ball,29,0.9118471337579618,0.6568047337278107,0.2781954887218045,0.3908450704225352,0.83398371140557
parachute,29,0.9396178343949044,0.8695652173913043,0.46153846153846156,0.6030150753768844,0.8998795923548399
tench,30,0.9429299363057325,0.7725752508361204,0.5968992248062015,0.673469387755102,0.910673777357096
english_springer,30,0.9126114649681528,0.6171171171171171,0.3468354430379747,0.44408427876823336,0.8679277082511565
cassette_player,30,0.9335031847133758,0.75,0.40336134453781514,0.5245901639344263,0.8781175026064237
chain_saw,30,0.9003821656050955,0.4691358024691358,0.09844559585492228,0.16274089935760172,0.7440445253262317
church,30,0.9126114649681528,0.6987951807228916,0.28361858190709044,0.40347826086956523,0.8495943100489276
french_horn,30,0.8957961783439491,0.47035573122529645,0.3020304568527919,0.3678516228748068,0.8234656925534103
garbage_truck,30,0.9047133757961784,0.519893899204244,0.5038560411311054,0.5117493472584856,0.8601160011166816
gas_pump,30,0.8899363057324841,0.46153846153846156,0.18615751789976134,0.2653061224489796,0.7702104949306133
golf_ball,30,0.9151592356687898,0.6875,0.3032581453634085,0.42086956521739133,0.8366598572437901
parachute,30,0.9378343949044586,0.7765151515151515,0.5256410256410257,0.6269113149847095,0.8963689116164364
tench,31,0.9373248407643312,0.7974683544303798,0.4883720930232558,0.6057692307692307,0.9067401106918901
english_springer,31,0.9103184713375796,0.5765124555160143,0.41012658227848103,0.47928994082840237,0.8591314949618103
cassette_player,31,0.9278980891719745,0.648,0.453781512605042,0.5337726523887973,0.8824502895328535
chain_saw,31,0.902420382165605,0.5272727272727272,0.07512953367875648,0.13151927437641722,0.7542351912881922
church,31,0.9128662420382165,0.6572769953051644,0.3422982885085575,0.45016077170418006,0.8580147756257807
french_horn,31,0.9003821656050955,0.5064377682403434,0.29949238578680204,0.3763955342902711,0.8248637520899014
garbage_truck,31,0.9210191082802548,0.6854460093896714,0.37532133676092544,0.4850498338870432,0.8595431201944888
gas_pump,31,0.8922292993630573,0.4878048780487805,0.1909307875894988,0.274442538593482,0.7704405812333989
golf_ball,31,0.9138853503184713,0.6648648648648648,0.3082706766917293,0.4212328767123288,0.8402401352217753
parachute,31,0.935031847133758,0.7156549520766773,0.5743589743589743,0.6372688477951636,0.9089058136582888
tench,32,0.9452229299363057,0.8093525179856115,0.5813953488372093,0.6766917293233082,0.9159863453709669
english_springer,32,0.9077707006369427,0.5708154506437768,0.3367088607594937,0.42356687898089174,0.8561014092587945
cassette_player,32,0.9322292993630573,0.7973856209150327,0.34173669467787116,0.47843137254901963,0.8747770408611875
chain_saw,32,0.9034394904458599,0.5614035087719298,0.08290155440414508,0.14446952595936793,0.7408689554000061
church,32,0.9113375796178343,0.6048109965635738,0.43031784841075793,0.5028571428571429,0.8673079544158594
french_horn,32,0.902420382165605,0.5294117647058824,0.2512690355329949,0.3407917383820998,0.8211454168805088
garbage_truck,32,0.9207643312101911,0.6547619047619048,0.4241645244215938,0.514820592823713,0.8670429166327396
gas_pump,32,0.8919745222929937,0.4774774774774775,0.12649164677804295,0.2,0.7427117781042251
golf_ball,32,0.913375796178344,0.62882096069869,0.3609022556390977,0.4585987261146497,0.8366676759965712
parachute,32,0.9391082802547771,0.7765567765567766,0.5435897435897435,0.6395173453996983,0.8996518333151996
tench,33,0.9431847133757961,0.7697368421052632,0.6046511627906976,0.6772793053545586,0.9130678656097038
english_springer,33,0.914140127388535,0.6367924528301887,0.34177215189873417,0.44481054365733114,0.8617915157600314
cassette_player,33,0.9273885350318471,0.6428571428571429,0.453781512605042,0.5320197044334976,0.8923813920186909
chain_saw,33,0.9044585987261147,0.6037735849056604,0.08290155440414508,0.14578587699316628,0.7348084336343951
church,33,0.910828025477707,0.645320197044335,0.3202933985330073,0.42810457516339867,0.8527402499506274
french_horn,33,0.89171974522293,0.44404332129963897,0.31218274111675126,0.36661698956780925,0.8215601625630564
garbage_truck,33,0.9220382165605095,0.6828193832599119,0.39845758354755784,0.5032467532467533,0.8659618583442869
gas_pump,33,0.8856050955414013,0.4147727272727273,0.17422434367541767,0.2453781512605042,0.73742183532628
golf_ball,33,0.9092993630573248,0.5870445344129555,0.3634085213032581,0.44891640866873067,0.834066163707624
parachute,33,0.9385987261146497,0.7632508833922261,0.5538461538461539,0.6419019316493314,0.9068182642440068
tench,34,0.9398726114649681,0.7381703470031545,0.6046511627906976,0.6647727272727273,0.9135046150834865
english_springer,34,0.916687898089172,0.6382113821138211,0.39746835443037976,0.48985959438377535,0.8874335711980493
cassette_player,34,0.9314649681528663,0.7682926829268293,0.35294117647058826,0.4836852207293666,0.8764272525153559
chain_saw,34,0.9019108280254777,0.5060240963855421,0.10880829015544041,0.1791044776119403,0.7443937062517294
church,34,0.9138853503184713,0.7177914110429447,0.2860635696821516,0.4090909090909091,0.8538813833234589
french_horn,34,0.8950318471337579,0.46311475409836067,0.2868020304568528,0.3542319749216301,0.8173577177917991
garbage_truck,34,0.9253503184713375,0.7086956521739131,0.4190231362467866,0.5266558966074314,0.8659894845816516
gas_pump,34,0.8968152866242038,0.5507246376811594,0.18138424821002386,0.27289048473967686,0.7699756435268826
golf_ball,34,0.9136305732484077,0.6785714285714286,0.2857142857142857,0.4021164021164021,0.8351231169244724
parachute,34,0.9385987261146497,0.7560137457044673,0.5641025641025641,0.6461086637298091,0.9063772531099263
tench,35,0.9391082802547771,0.7466666666666667,0.5788113695090439,0.6521106259097526,0.9138128229061222
english_springer,35,0.9080254777070064,0.5634328358208955,0.3822784810126582,0.4555052790346908,0.8604181159680138
cassette_player,35,0.9263694267515924,0.6197183098591549,0.49299719887955185,0.5491419656786272,0.8791608571679792
chain_saw,35,0.9019108280254777,0.5061728395061729,0.10621761658031088,0.17558886509635974,0.7487800628672072
church,35,0.9085350318471338,0.6077586206896551,0.34474327628361856,0.43993759750390016,0.8593798242612881
french_horn,35,0.902420382165605,0.5307262569832403,0.24111675126903553,0.33158813263525305,0.8322005097706032
garbage_truck,35,0.9194904458598726,0.6713615023474179,0.3676092544987147,0.4750830564784053,0.8448088845979365
gas_pump,35,0.8876433121019108,0.44387755102040816,0.20763723150357996,0.28292682926829266,0.7683575513916138
golf_ball,35,0.9110828025477707,0.6506024096385542,0.2706766917293233,0.3823008849557522,0.826282950712004
parachute,35,0.9355414012738853,0.7751004016064257,0.4948717948717949,0.6040688575899843,0.8965161571102166
tench,36,0.9452229299363057,0.7885906040268457,0.6072351421188631,0.6861313868613139,0.9121753775545828
english_springer,36,0.9151592356687898,0.6802325581395349,0.29620253164556964,0.4126984126984127,0.8583820418115967
cassette_player,36,0.9250955414012739,0.6254980079681275,0.43977591036414565,0.5164473684210527,0.8801206020524801
chain_saw,36,0.9011464968152866,0.4864864864864865,0.09326424870466321,0.1565217391304348,0.7324820248687093
church,36,0.9070063694267516,0.6078431372549019,0.30317848410757947,0.40456769983686786,0.8521262214508039
french_horn,36,0.8988535031847134,0.4788732394366197,0.08629441624365482,0.14623655913978495,0.8175039929155399
garbage_truck,36,0.9164331210191082,0.5980707395498392,0.4781491002570694,0.5314285714285715,0.865820819132478
gas_pump,36,0.8919745222929937,0.4796747967479675,0.14081145584725538,0.2177121771217712,0.725407654385867
golf_ball,36,0.916687898089172,0.7068965517241379,0.3082706766917293,0.4293193717277487,0.8424947792055294
parachute,36,0.9250955414012739,0.6237113402061856,0.6205128205128205,0.622107969151671,0.9072425923911072
tench,37,0.9434394904458598,0.7687296416938111,0.6098191214470284,0.6801152737752162,0.9181116647166314
english_springer,37,0.9126114649681528,0.634020618556701,0.31139240506329113,0.41765704584040747,0.8708674292681176
cassette_player,37,0.9294267515923567,0.6739130434782609,0.4341736694677871,0.5281090289608177,0.8819439210661845
chain_saw,37,0.901656050955414,0.5,0.08290155440414508,0.14222222222222222,0.7305794646478104
church,37,0.9110828025477707,0.6229508196721312,0.37163814180929094,0.4655436447166922,0.862910314288019
french_horn,37,0.892484076433121,0.4306930693069307,0.22081218274111675,0.29194630872483224,0.8130395467555674
garbage_truck,37,0.9230573248407643,0.7208121827411168,0.36503856041131105,0.48464163822525597,0.863201415626563
gas_pump,37,0.8957961783439491,0.5337837837837838,0.18854415274463007,0.2786596119929453,0.7728360655514516
golf_ball,37,0.9121019108280255,0.6607142857142857,0.2781954887218045,0.3915343915343915,0.8234866803992398
parachute,37,0.9347770700636943,0.7005988023952096,0.6,0.6464088397790055,0.9061763319189062
tench,38,0.9464968152866242,0.8,0.6098191214470284,0.6920821114369502,0.9165195010831095
english_springer,38,0.9128662420382165,0.5985130111524164,0.40759493670886077,0.48493975903614456,0.8700907232760785
cassette_player,38,0.9301910828025478,0.6721991701244814,0.453781512605042,0.5418060200668896,0.8852671113288365
chain_saw,38,0.9034394904458599,0.5555555555555556,0.09067357512953368,0.155902004454343,0.7324607958396958
church,38,0.9136305732484077,0.65625,0.3594132029339853,0.46445497630331756,0.8667467754811398
french_horn,38,0.8965605095541401,0.47058823529411764,0.2436548223350254,0.3210702341137124,0.8272199675966457
garbage_truck,38,0.9154140127388535,0.6301369863013698,0.35475578406169667,0.45394736842105265,0.8539248159220184
gas_pump,38,0.8884076433121019,0.450261780104712,0.2052505966587112,0.2819672131147541,0.7533719896474778
golf_ball,38,0.9044585987261147,0.5428571428571428,0.38095238095238093,0.4477172312223859,0.8331911741918608
parachute,38,0.9378343949044586,0.7449664429530202,0.5692307692307692,0.6453488372093024,0.9057135603670257
tench,39,0.941656050955414,0.7841726618705036,0.5633074935400517,0.6556390977443609,0.9106394508934373
english_springer,39,0.9128662420382165,0.6147186147186147,0.3594936708860759,0.4536741214057508,0.8592677591709398
cassette_player,39,0.932484076433121,0.7421052631578947,0.3949579831932773,0.5155393053016454,0.8743436836618056
chain_saw,39,0.9014012738853503,0.49411764705882355,0.10880829015544041,0.17834394904458598,0.7444888708645484
church,39,0.9075159235668789,0.6,0.3374083129584352,0.431924882629108,0.8505866301726512
french_horn,39,0.8991082802547771,0.49514563106796117,0.25888324873096447,0.34,0.8178022935364365
garbage_truck,39,0.9062420382165605,0.5241379310344828,0.5861182519280206,0.5533980582524272,0.8637924717049169
gas_pump,39,0.8853503184713376,0.4049079754601227,0.1575178997613365,0.2268041237113402,0.752524482407928
golf_ball,39,0.914140127388535,0.6476190476190476,0.3408521303258145,0.4466338259441708,0.8379137008715777
parachute,39,0.9340127388535032,0.717607973421927,0.5538461538461539,0.6251808972503617,0.8986189388169585
tench,40,0.944968152866242,0.8021201413427562,0.58656330749354,0.6776119402985075,0.9081212030914267
english_springer,40,0.913375796178344,0.6395939086294417,0.3189873417721519,0.42567567567567566,0.8551138523326282
cassette_player,40,0.9159235668789809,0.5405405405405406,0.5042016806722689,0.5217391304347826,0.868775200663225
chain_saw,40,0.9044585987261147,0.5753424657534246,0.10880829015544041,0.1830065359477124,0.7397482090751901
church,40,0.9105732484076433,0.6178861788617886,0.37163814180929094,0.46412213740458014,0.8505219589943005
french_horn,40,0.8957961783439491,0.4691358024691358,0.2893401015228426,0.3579277864992151,0.8247810904720625
garbage_truck,40,0.9121019108280255,0.5748299319727891,0.43444730077120824,0.49487554904831627,0.8420709790738523
gas_pump,40,0.8884076433121019,0.4370860927152318,0.1575178997613365,0.23157894736842105,0.7386505506414507
golf_ball,40,0.9154140127388535,0.7596899224806202,0.24561403508771928,0.3712121212121212,0.8308675830244926
parachute,40,0.9378343949044586,0.7267080745341615,0.6,0.6573033707865169,0.9103956769303303
tench,41,0.9421656050955414,0.7515723270440252,0.6175710594315246,0.6780141843971631,0.9107731049966185
english_springer,41,0.9098089171974523,0.5791505791505791,0.379746835443038,0.45871559633027525,0.8668304227776382
cassette_player,41,0.9273885350318471,0.6578947368421053,0.42016806722689076,0.5128205128205128,0.8777948399090577
chain_saw,41,0.9036942675159235,0.5625,0.09326424870466321,0.16,0.7421485534246817
church,41,0.9064968152866242,0.5889830508474576,0.33985330073349634,0.4310077519379845,0.8381148281971901
french_horn,41,0.898343949044586,0.4873096446700508,0.2436548223350254,0.3248730964467005,0.8166780955338288
garbage_truck,41,0.9187261146496816,0.6356589147286822,0.42159383033419023,0.5069551777434312,0.8512414358664169
gas_pump,41,0.8940127388535032,0.5112781954887218,0.162291169451074,0.2463768115942029,0.7764146563613417
golf_ball,41,0.9123566878980892,0.6022304832713755,0.40601503759398494,0.48502994011976047,0.8330234264049232
parachute,41,0.9403821656050956,0.7785714285714286,0.558974358974359,0.6507462686567164,0.9082834657092081
tench,42,0.9408917197452229,0.8189300411522634,0.5142118863049095,0.6317460317460317,0.9130919671692936
english_springer,42,0.913375796178344,0.5971731448763251,0.4278481012658228,0.49852507374631266,0.872709147631513
cassette_player,42,0.9276433121019109,0.6553191489361702,0.43137254901960786,0.5202702702702703,0.8864549182901862
chain_saw,42,0.9021656050955414,0.515625,0.08549222797927461,0.14666666666666667,0.7235021455960013
church,42,0.9143949044585987,0.6798029556650246,0.3374083129584352,0.45098039215686275,0.8554786918898171
french_horn,42,0.9003821656050955,0.5194805194805194,0.10152284263959391,0.16985138004246284,0.8191414117454252
garbage_truck,42,0.9171974522292994,0.6428571428571429,0.37017994858611825,0.4698205546492659,0.8480367923321197
gas_pump,42,0.89171974522293,0.4772727272727273,0.15035799522673032,0.22867513611615245,0.7754323648379117
golf_ball,42,0.9138853503184713,0.641860465116279,0.3458646616541353,0.4495114006514658,0.8336574561758906
parachute,42,0.9370700636942675,0.7848605577689243,0.5051282051282051,0.6146645865834633,0.9067406520871867
tench,43,0.9436942675159236,0.7985611510791367,0.5736434108527132,0.6676691729323309,0.9132329247753807
english_springer,43,0.9062420382165605,0.5652173913043478,0.29620253164556964,0.38870431893687707,0.8579201778606519
cassette_player,43,0.9202547770700636,0.5662650602409639,0.5266106442577031,0.5457184325108854,0.8745218939593775
chain_saw,43,0.901656050955414,0.5,0.09844559585492228,0.1645021645021645,0.724341058259776
church,43,0.9087898089171974,0.6007905138339921,0.37163814180929094,0.459214501510574,0.8551101357121201
french_horn,43,0.9021656050955414,0.5357142857142857,0.19035532994923857,0.2808988764044944,0.8222796780365926
garbage_truck,43,0.9192356687898089,0.618421052631579,0.4832904884318766,0.5425685425685426,0.8569484349009526
gas_pump,43,0.8899363057324841,0.46153846153846156,0.18615751789976134,0.2653061224489796,0.7723731700310549
golf_ball,43,0.9098089171974523,0.5918367346938775,0.3634085213032581,0.4503105590062112,0.8418507982946589
parachute,43,0.9403821656050956,0.7746478873239436,0.5641025641025641,0.6528189910979229,0.9099437855873499
tench,44,0.9408917197452229,0.7557755775577558,0.5917312661498708,0.663768115942029,0.9147082323624057
english_springer,44,0.9087898089171974,0.5793991416309013,0.34177215189873417,0.4299363057324841,0.8537949582242623
cassette_player,44,0.9243312101910828,0.6239669421487604,0.42296918767507,0.5041736227045075,0.8724493160492898
chain_saw,44,0.9011464968152866,0.48717948717948717,0.09844559585492228,0.16379310344827586,0.726753847212482
church,44,0.9143949044585987,0.6763285024154589,0.3422982885085575,0.45454545454545453,0.8446041984807141
french_horn,44,0.9021656050955414,0.5390625,0.1751269035532995,0.26436781609195403,0.8136045209435787
garbage_truck,44,0.9123566878980892,0.5683890577507599,0.480719794344473,0.520891364902507,0.8595162209633705
gas_pump,44,0.8947770700636942,0.5185185185185185,0.20047732696897375,0.2891566265060241,0.7666196510040068
golf_ball,44,0.9174522292993631,0.6829268292682927,0.3508771929824561,0.46357615894039733,0.836520541285147
parachute,44,0.9391082802547771,0.789272030651341,0.5282051282051282,0.6328725038402457,0.9057150110615456
tench,45,0.9426751592356688,0.8266129032258065,0.5297157622739018,0.6456692913385826,0.9127662309396833
english_springer,45,0.9118471337579618,0.5853658536585366,0.4253164556962025,0.49266862170087977,0.866671925987019
cassette_player,45,0.9271337579617834,0.6392156862745098,0.4565826330532213,0.5326797385620915,0.8836318159550814
chain_saw,45,0.9021656050955414,0.5166666666666667,0.08031088082901554,0.13901345291479822,0.7326822365733712
church,45,0.9070063694267516,0.5873015873015873,0.36185819070904646,0.44780635400907715,0.8540753968585104
french_horn,45,0.9036942675159235,0.5714285714285714,0.16243654822335024,0.25296442687747034,0.8272350623268598
garbage_truck,45,0.9245859872611465,0.7066666666666667,0.4087403598971722,0.5179153094462541,0.869671044213612
gas_pump,45,0.8873885350318471,0.4416243654822335,0.20763723150357996,0.2824675324675325,0.7745848575983617
golf_ball,45,0.9113375796178343,0.628140703517588,0.3132832080200501,0.4180602006688963,0.8231853030193178
parachute,45,0.9370700636942675,0.7619047619047619,0.5333333333333333,0.6274509803921569,0.9148297247307149
tench,46,0.9454777070063695,0.7678018575851393,0.6408268733850129,0.6985915492957746,0.9207540720680453
english_springer,46,0.9197452229299363,0.6680672268907563,0.40253164556962023,0.5023696682464455,0.878441567755585
cassette_player,46,0.9296815286624204,0.7120418848167539,0.38095238095238093,0.49635036496350365,0.8748272851741594
chain_saw,46,0.9021656050955414,0.5185185185185185,0.07253886010362694,0.12727272727272726,0.7249801252366305
church,46,0.9113375796178343,0.5993485342019544,0.44987775061124696,0.5139664804469274,0.852156818567443
french_horn,46,0.902420382165605,0.5310734463276836,0.23857868020304568,0.329246935201401,0.808375993916105
garbage_truck,46,0.9113375796178343,0.5699658703071673,0.42930591259640105,0.4897360703812317,0.8498499459107354
gas_pump,46,0.8894267515923567,0.4576271186440678,0.19331742243436753,0.27181208053691275,0.7629750295095894
golf_ball,46,0.904203821656051,0.5421245421245421,0.37092731829573933,0.44047619047619047,0.8375355575552609
parachute,46,0.9380891719745222,0.7491525423728813,0.5666666666666667,0.6452554744525547,0.9016479889747218
tench,47,0.9439490445859873,0.7830508474576271,0.5968992248062015,0.6774193548387096,0.918527964382277
english_springer,47,0.9105732484076433,0.5901639344262295,0.36455696202531646,0.4507042253521127,0.8591788288449815
cassette_player,47,0.8988535031847134,0.45495495495495497,0.5658263305322129,0.5043695380774033,0.8671061473916921
chain_saw,47,0.904203821656051,0.5925925925925926,0.08290155440414508,0.14545454545454545,0.7403989886197765
church,47,0.9126114649681528,0.6187050359712231,0.42053789731051344,0.5007278020378457,0.862594607675426
french_horn,47,0.9011464968152866,0.5306122448979592,0.1319796954314721,0.21138211382113822,0.8088432117560636
garbage_truck,47,0.9154140127388535,0.6051660516605166,0.42159383033419023,0.49696969696969695,0.8598506438367318
gas_pump,47,0.8868789808917198,0.42038216560509556,0.1575178997613365,0.22916666666666666,0.7314409529112724
golf_ball,47,0.9131210191082803,0.6239316239316239,0.3659147869674185,0.46129541864139023,0.8316594094424945
parachute,47,0.9401273885350319,0.7370030581039755,0.617948717948718,0.6722454672245467,0.9122184745947122
tench,48,0.9436942675159236,0.8120300751879699,0.5581395348837209,0.6615620214395099,0.9136696742491633
english_springer,48,0.9126114649681528,0.5902777777777778,0.43037974683544306,0.4978038067349927,0.8702886649693404
cassette_player,48,0.9182165605095541,0.5529411764705883,0.5266106442577031,0.539454806312769,0.8811329464521234
chain_saw,48,0.904203821656051,0.5694444444444444,0.10621761658031088,0.17903930131004367,0.7218521376168145
church,48,0.9082802547770701,0.6,0.3594132029339853,0.44954128440366975,0.8523779522740613
french_horn,48,0.9047133757961784,0.5581395348837209,0.2436548223350254,0.3392226148409894,0.8244540379840917
garbage_truck,48,0.9230573248407643,0.6916299559471366,0.40359897172236503,0.5097402597402597,0.8611621631053055
gas_pump,48,0.8929936305732484,0.4959349593495935,0.14558472553699284,0.22509225092250923,0.7721856292724236
golf_ball,48,0.9131210191082803,0.6686046511627907,0.2882205513784461,0.4028021015761821,0.834973849825926
parachute,48,0.9378343949044586,0.8146551724137931,0.4846153846153846,0.6077170418006431,0.9034809415007434
tench,49,0.9434394904458598,0.7796610169491526,0.5943152454780362,0.6744868035190615,0.9155189211849788
english_springer,49,0.9039490445859872,0.5279503105590062,0.43037974683544306,0.47419804741980476,0.8588073295800911
cassette_player,49,0.9296815286624204,0.7098445595854922,0.38375350140056025,0.49818181818181817,0.8843862657170489
chain_saw,49,0.9021656050955414,0.5151515151515151,0.08808290155440414,0.1504424778761062,0.7102193617529029
church,49,0.9064968152866242,0.6193181818181818,0.2665036674816626,0.37264957264957266,0.8410688407308817
french_horn,49,0.8978343949044586,0.48372093023255813,0.2639593908629442,0.3415435139573071,0.828919202940741
garbage_truck,49,0.9174522292993631,0.6199261992619927,0.4318766066838046,0.509090909090909,0.8567986716141864
gas_pump,49,0.8886624203821656,0.4470588235294118,0.18138424821002386,0.25806451612903225,0.75993557583522
golf_ball,49,0.9121019108280255,0.6173913043478261,0.3558897243107769,0.45151033386327505,0.8407838939379076
parachute,49,0.9431847133757961,0.8104089219330854,0.558974358974359,0.661608497723824,0.9082827403619481
tench,50,0.9421656050955414,0.7439024390243902,0.6304909560723514,0.6825174825174826,0.9121622312493517
english_springer,50,0.9121019108280255,0.5954198473282443,0.3949367088607595,0.4748858447488584,0.8600616774841322
cassette_player,50,0.9284076433121019,0.6652173913043479,0.42857142857142855,0.5212947189097104,0.8752881197321979
chain_saw,50,0.9036942675159235,0.5666666666666667,0.08808290155440414,0.15246636771300448,0.730421344983434
church,50,0.9036942675159235,0.5885714285714285,0.25183374083129584,0.3527397260273973,0.8339710050596504
french_horn,50,0.8957961783439491,0.4758842443729904,0.3756345177664975,0.4198581560283688,0.8306428773718493
garbage_truck,50,0.9174522292993631,0.6072607260726073,0.4730077120822622,0.5317919075144508,0.8703958694413102
gas_pump,50,0.8899363057324841,0.4697674418604651,0.24105011933174225,0.3186119873817035,0.7692928726342976
golf_ball,50,0.9121019108280255,0.6310679611650486,0.3258145363408521,0.4297520661157025,0.8309308438424479
parachute,50,0.9388535031847134,0.7604166666666666,0.5615384615384615,0.6460176991150443,0.9105973234686107
tench,51,0.9467515923566879,0.8006756756756757,0.6124031007751938,0.6939970717423133,0.9199623723530279
english_springer,51,0.9123566878980892,0.6032388663967612,0.37721518987341773,0.46417445482866043,0.8684096532434469
cassette_player,51,0.922547770700637,0.6023166023166023,0.4369747899159664,0.5064935064935064,0.8712913416487671
chain_saw,51,0.9006369426751593,0.4666666666666667,0.07253886010362694,0.12556053811659193,0.7296175700228542
church,51,0.9067515923566879,0.5609065155807366,0.4841075794621027,0.5196850393700787,0.8574786306955837
french_horn,51,0.8960509554140127,0.4339622641509434,0.116751269035533,0.184,0.809508817478835
garbage_truck,51,0.9217834394904458,0.7303370786516854,0.3341902313624679,0.4585537918871252,0.8665747246100338
gas_pump,51,0.8937579617834395,0.5084745762711864,0.1431980906921241,0.22346368715083798,0.7578893053435843
golf_ball,51,0.9115923566878981,0.6397849462365591,0.2982456140350877,0.40683760683760684,0.8294509671797189
parachute,51,0.9401273885350319,0.7327327327327328,0.6256410256410256,0.6749654218533887,0.9114967540710115
tench,52,0.9444585987261146,0.7770491803278688,0.6124031007751938,0.684971098265896,0.9197600653225301
english_springer,52,0.9143949044585987,0.6277056277056277,0.3670886075949367,0.46325878594249204,0.8654749524868217
cassette_player,52,0.9317197452229299,0.714975845410628,0.41456582633053224,0.524822695035461,0.8913796460288151
chain_saw,52,0.9021656050955414,0.5227272727272727,0.05958549222797927,0.10697674418604651,0.7339182784867948
church,52,0.9100636942675159,0.610236220472441,0.37897310513447435,0.4675716440422323,0.8606815924964744
french_horn,52,0.8960509554140127,0.4669811320754717,0.2512690355329949,0.32673267326732675,0.815594150145125
garbage_truck,52,0.9194904458598726,0.6454183266932271,0.41645244215938304,0.50625,0.8616928776652049
gas_pump,52,0.8901910828025478,0.4659090909090909,0.1957040572792363,0.27563025210084036,0.767955921454799
golf_ball,52,0.9118471337579618,0.6962962962962963,0.23558897243107768,0.352059925093633,0.8414691009998053
parachute,52,0.9375796178343949,0.7203647416413373,0.6076923076923076,0.6592489568845619,0.9037137779712038
tench,53,0.9414012738853503,0.7896678966789668,0.5529715762273901,0.6504559270516718,0.9086843031654842
english_springer,53,0.914140127388535,0.5966666666666667,0.4531645569620253,0.5151079136690647,0.8773048373794242
cassette_player,53,0.92,0.5754385964912281,0.45938375350140054,0.5109034267912772,0.8706004823454045
chain_saw,53,0.9001273885350318,0.4594594594594595,0.08808290155440414,0.14782608695652175,0.7398104320912643
church,53,0.9080254777070064,0.6008403361344538,0.34963325183374083,0.4420401854714065,0.8548076414908027
french_horn,53,0.8993630573248408,0.4943820224719101,0.1116751269035533,0.18219461697722567,0.8173372320865087
garbage_truck,53,0.9184713375796179,0.6263736263736264,0.43958868894601544,0.5166163141993958,0.8558521094813246
gas_pump,53,0.8907006369426752,0.46835443037974683,0.1766109785202864,0.2564991334488735,0.7572432938011482
golf_ball,53,0.9072611464968153,0.6035502958579881,0.2556390977443609,0.3591549295774648,0.8319188498756818
parachute,53,0.9393630573248407,0.804,0.5153846153846153,0.628125,0.894015159757734
tench,54,0.9434394904458598,0.7894736842105263,0.5813953488372093,0.6696428571428571,0.9116663234020301
english_springer,54,0.9090445859872611,0.595,0.3012658227848101,0.4,0.8583942338724135
cassette_player,54,0.9289171974522293,0.6788990825688074,0.41456582633053224,0.5147826086956522,0.880723926341837
chain_saw,54,0.8975796178343949,0.4375,0.14507772020725387,0.2178988326848249,0.739478820017364
